,company name,ratings,company_type,location,other_loc
207,Grasim Industries,4.0,Building Material, Bangalore / Bengaluru ,239 other locations
208,Maersk,4.0,Logistics, Bangalore / Bengaluru ,49 other locations
209,Birlasoft,3.5,IT Services & Consulting, Bangalore / Bengaluru ,50 other locations
210,Synechron,3.5,IT Services & Consulting, Bangalore / Bengaluru ,32 other locations
211,Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances, Bangalore / Bengaluru ,165 other locations
212,Glenmark Pharmaceuticals,3.8,Pharma, Bangalore / Bengaluru ,181 other locations
213,Cogent E Services,3.2,BPO, Bangalore / Bengaluru ,55 other locations
214,Dabur,3.9,FMCG, Bangalore / Bengaluru ,318 other locations
215,JK Cement,4.0,Building Material, Bangalore / Bengaluru ,325 other locations
216,Samvardhana Motherson Group,3.7,Auto Components, Bangalore / Bengaluru ,93 other locations
217,Bharat Electronics,4.2,Electronics Manufacturing, Bangalore / Bengaluru ,88 other locations
218,Kotak Mahindara Life Insurance,3.5,Insurance, Bangalore / Bengaluru ,256 other locations
219,KPIT Technologies,3.0,Software Product, Bangalore / Bengaluru ,44 other locations
220,Abbott,4.1,Pharma, Bangalore / Bengaluru ,211 other locations
221,Altruist Technologies,4.4,BPO, Bangalore / Bengaluru ,44 other locations
222,Ipca Laboratories,3.9,Pharma, Bangalore / Bengaluru ,160 other locations
223,Reliance Projects & Property Management Services,4.0,IT Services & Consulting, Bangalore / Bengaluru ,616 other locations
224,Indian Oil Corporation,4.3,Oil & Gas, Bangalore / Bengaluru ,308 other locations
225,MRF Tyres,3.6,Auto Components, Bangalore / Bengaluru ,192 other locations
226,Alkem Laboratories,3.9,Pharma, Bangalore / Bengaluru ,196 other locations
227,Reliance Digital,4.2,Retail, Bangalore / Bengaluru ,377 other locations
228,Johnson Controls,3.5,Industrial Automation, Bangalore / Bengaluru ,57 other locations
229,IGT Solutions,3.2,BPO, Bangalore / Bengaluru ,47 other locations
230,Honda Motorcycle & Scooter,4.1,Automobile, Bangalore / Bengaluru ,296 other locations
231,PhonePe,4.1,FinTech, Bangalore / Bengaluru ,390 other locations
232,Vishal Mega Mart,3.7,Retail, Bangalore / Bengaluru ,376 other locations
233,UNO Minda,4.0,Auto Components, Bangalore / Bengaluru ,109 other locations
234,Hindustan Coca Cola Beverages,4.0,Beverage, Bangalore / Bengaluru ,257 other locations
235,Ford Motor,4.2,Automobile, Bangalore / Bengaluru ,130 other locations
236,ArcelorMittal Nippon Steel,4.1,Iron & Steel, Bangalore / Bengaluru ,86 other locations
237,UBS,3.9,Financial Services, Bangalore / Bengaluru ,19 other locations
238,24/7 Customer,3.4,Software Product, Bangalore / Bengaluru ,36 other locations
239,DTDC Express,3.7,Logistics, Bangalore / Bengaluru ,268 other locations
240,Reliance Nippon Life Insurance,3.4,Insurance, Bangalore / Bengaluru ,482 other locations
241,Ceat Tyres,3.9,Auto Components, Bangalore / Bengaluru ,141 other locations
242,RSPL Group,4.0,FMCG, Bangalore / Bengaluru ,255 other locations
243,ABB,4.1,Industrial Machinery, Bangalore / Bengaluru ,105 other locations
244,HARMAN,3.8,Consumer Electronics & Appliances, Bangalore / Bengaluru ,42 other locations
245,Cloudnine Hospital,4.4,Healthcare, Bangalore / Bengaluru ,46 other locations
246,Barclays,3.7,Banking, Bangalore / Bengaluru ,36 other locations
247,Indian Air Force,4.5,Defence & Aerospace, Bangalore / Bengaluru ,136 other locations
248,AGS Health,4.0,Analytics & KPO, Bangalore / Bengaluru ,60 other locations
249,NatWest Group,4.0,Banking, Bangalore / Bengaluru ,29 other locations
250,Blinkit,3.7,Internet, Bangalore / Bengaluru ,142 other locations
251,InterGlobe Aviation,3.5,Aviation, Bangalore / Bengaluru ,103 other locations
252,TVS Credit Services Ltd,4.2,NBFC, Bangalore / Bengaluru ,423 other locations
253,Conduent,3.4,BPO, Bangalore / Bengaluru ,35 other locations
