,company name,ratings,company_type,location,other_loc
369,Photon Interactive,4.1,IT Services & Consulting, Pune ,18 other locations
370,Biocon Limited,4.0,Biotechnology, Pune ,66 other locations
371,Canara HSBC Life Insurance,3.6,Insurance, Pune ,311 other locations
372,Mahindra Rural Housing Finance,4.0,NBFC, Pune ,460 other locations
373,Planet Spark,3.9,EdTech, Pune ,62 other locations
374,Datamatics Global Services,3.3,IT Services & Consulting, Pune ,36 other locations
375,Intellect Design Arena,3.6,Software Product, Pune ,40 other locations
376,Axis Direct,3.6,Financial Services, Pune ,269 other locations
377,Aditya Birla Capital,3.8,NBFC, Pune ,285 other locations
378,Taj Hotels Resorts and Palaces,4.2,Hospitality, Pune ,109 other locations
379,Hero FinCorp,3.9,NBFC, Pune ,390 other locations
380,Capgemini Engineering,3.4,IT Services & Consulting, Pune ,27 other locations
381,3i Infotech,3.4,IT Services & Consulting, Pune ,127 other locations
382,Cadila Pharmaceuticals,3.3,Pharma, Pune ,134 other locations
383,Info Edge,4.0,Internet, Pune ,69 other locations
384,Cholamandalam MS General Insurance,3.7,Insurance, Pune ,385 other locations
385,Aditya Birla Group,4.1,Metals & Mining, Pune ,263 other locations
386,Syngene International,3.9,Clinical Research, Pune ,21 other locations
387,Adani Group,3.8,Power, Pune ,186 other locations
388,Delhi Public School,3.8,Education & Training, Pune ,272 other locations
389,Cybage,3.8,IT Services & Consulting, Pune ,15 other locations
390,Bureau Veritas,3.8,Other, Pune ,143 other locations
391,Xoriant,4.1,IT Services & Consulting, Pune ,23 other locations
392,Lifestyle,4.3,Retail, Pune ,129 other locations
393,Akums Drugs & Pharmaceuticals Limited,4.2,Pharma, Pune ,37 other locations
394,Aavas Financiers,3.9,NBFC, Pune ,290 other locations
395,Eureka Forbes,3.6,Consumer Electronics & Appliances, Pune ,184 other locations
396,Straive,3.3,IT Services & Consulting, Pune ,31 other locations
397,Sopra Steria,3.9,IT Services & Consulting, Pune ,20 other locations
398,Kia India,3.9,Automobile, Pune ,184 other locations
