,company name,ratings,company_type,location,other_loc
361,ICICI Securities,3.9,Financial Services, Chennai ,148 other locations
362,Canara HSBC Life Insurance,3.6,Insurance, Chennai ,311 other locations
363,Emcure Pharmaceuticals,3.7,Pharma, Chennai ,115 other locations
364,Planet Spark,3.9,EdTech, Chennai ,62 other locations
365,Mahindra Holidays & Resorts,3.5,Hospitality, Chennai ,113 other locations
366,Mahindra Rural Housing Finance,4.0,NBFC, Chennai ,459 other locations
367,Biocon Limited,4.0,Biotechnology, Chennai ,66 other locations
368,Datamatics Global Services,3.4,IT Services & Consulting, Chennai ,36 other locations
369,Intellect Design Arena,3.6,Software Product, Chennai ,40 other locations
370,Axis Direct,3.6,Financial Services, Chennai ,269 other locations
371,Taj Hotels Resorts and Palaces,4.2,Hospitality, Chennai ,109 other locations
372,Hero FinCorp,3.9,NBFC, Chennai ,389 other locations
373,Cholamandalam MS General Insurance,3.7,Insurance, Chennai ,385 other locations
374,Capgemini Engineering,3.4,IT Services & Consulting, Chennai ,27 other locations
375,3i Infotech,3.4,IT Services & Consulting, Chennai ,127 other locations
376,Cadila Pharmaceuticals,3.3,Pharma, Chennai ,133 other locations
377,Info Edge,3.9,Internet, Chennai ,69 other locations
378,Adani Group,3.8,Power, Chennai ,189 other locations
379,Aditya Birla Group,4.1,Metals & Mining, Chennai ,264 other locations
380,Syngene International,3.9,Clinical Research, Chennai ,21 other locations
381,KocharTech,3.7,IT Services & Consulting, Chennai ,25 other locations
382,Delhi Public School,3.8,Education & Training, Chennai ,273 other locations
383,Bureau Veritas,3.8,Other, Chennai ,143 other locations
384,Lifestyle,4.2,Retail, Chennai ,129 other locations
385,Xoriant,4.1,IT Services & Consulting, Chennai ,23 other locations
386,CorroHealth infotech,3.7,Analytics & KPO, Chennai ,31 other locations
387,GVK Emergency Management and Research Institute,3.6,Non-Profit, Chennai ,212 other locations
388,Eureka Forbes,3.6,Consumer Electronics & Appliances, Chennai ,184 other locations
389,Straive,3.3,IT Services & Consulting, Chennai ,31 other locations
390,Kia India,3.9,Automobile, Chennai ,186 other locations
391,Sobha,3.8,Real Estate, Chennai ,37 other locations
392,Sopra Steria,3.9,IT Services & Consulting, Chennai ,20 other locations
393,Unacademy,2.9,EdTech, Chennai ,71 other locations
394,Radisson Hotels,4.0,Hospitality, Chennai ,126 other locations
395,TaskUs,3.1,BPO, Chennai ,35 other locations
396,Myntra,3.9,Internet, Chennai ,104 other locations
397,Apollo Pharmacy,3.7,Pharma, Chennai ,279 other locations
398,Panasonic Life Solutions India,3.9,Consumer Electronics & Appliances, Chennai ,169 other locations
399,Lava International,3.9,Consumer Electronics & Appliances, Chennai ,222 other locations
400,Lodha,4.1,Real Estate, Chennai ,30 other locations
401,Endurance Technologies,3.9,Auto Components, Chennai ,48 other locations
402,TCE,3.8,Engineering & Construction, Chennai ,131 other locations
403,SBI Securities,3.6,Financial Services, Chennai ,315 other locations
404,Team Computers,3.6,IT Services & Consulting, Chennai ,101 other locations
405,Star Union Dai-ichi Life Insurance,3.8,Insurance, Chennai ,316 other locations
406,Whirlpool,4.0,Consumer Electronics & Appliances, Chennai ,175 other locations
407,Adani Wilmar,4.0,FMCG, Chennai ,198 other locations
