,company name,ratings,company_type,location,other_loc
281,I Process Services,3.8,Recruitment, Hyderabad / Secunderabad ,404 other locations
282,HDFC Sales,3.9,Financial Services, Hyderabad / Secunderabad ,345 other locations
283,IDFC FIRST Bharat,4.2,Financial Services, Hyderabad / Secunderabad ,420 other locations
284,Zensar Technologies,3.7,IT Services & Consulting, Hyderabad / Secunderabad ,28 other locations
285,Shoppers Stop,4.0,Retail, Hyderabad / Secunderabad ,83 other locations
286,Niva Bupa Health Insurance Company,3.9,Insurance, Hyderabad / Secunderabad ,296 other locations
287,DS Group,4.1,FMCG, Hyderabad / Secunderabad ,280 other locations
288,Suzlon Group,4.0,Power, Hyderabad / Secunderabad ,142 other locations
289,ESAF Small Finance Bank,3.6,Banking, Hyderabad / Secunderabad ,436 other locations
290,Fujitsu,3.8,IT Services & Consulting, Hyderabad / Secunderabad ,41 other locations
291,Tata Elxsi,3.5,IT Services & Consulting, Hyderabad / Secunderabad ,30 other locations
292,Eternal Limited,3.6,Internet, Hyderabad / Secunderabad ,218 other locations
293,Apollo Tyres,4.0,Auto Components, Hyderabad / Secunderabad ,181 other locations
294,Nokia,4.0,Telecom, Hyderabad / Secunderabad ,166 other locations
295,VVDN Technologies,3.6,IT Services & Consulting, Hyderabad / Secunderabad ,49 other locations
296,Ola Electric Mobility,3.3,Automobile, Hyderabad / Secunderabad ,415 other locations
297,Indus Towers,3.6,Telecom, Hyderabad / Secunderabad ,237 other locations
298,Sagility,3.9,BPO, Hyderabad / Secunderabad ,27 other locations
299,Yazaki,3.9,Auto Components, Hyderabad / Secunderabad ,93 other locations
300,IKS Health,3.5,Healthcare, Hyderabad / Secunderabad ,31 other locations
301,UnitedHealth,4.0,Healthcare, Hyderabad / Secunderabad ,17 other locations
302,Fiserv,2.9,FinTech, Hyderabad / Secunderabad ,32 other locations
303,Bharat Financial Inclusion,3.7,Financial Services, Hyderabad / Secunderabad ,489 other locations
304,Landmark Group,3.8,Retail, Hyderabad / Secunderabad ,172 other locations
305,Shree Cement,3.8,Building Material, Hyderabad / Secunderabad ,255 other locations
306,SRF,4.1,Chemicals, Hyderabad / Secunderabad ,67 other locations
307,Britannia,4.0,FMCG, Hyderabad / Secunderabad ,297 other locations
308,Blue Dart Express Ltd,3.9,Logistics, Hyderabad / Secunderabad ,278 other locations
309,Whitehat jr,3.3,EdTech, Hyderabad / Secunderabad ,49 other locations
310,Kansai Nerolac Paints,3.8,Chemicals, Hyderabad / Secunderabad ,252 other locations
311,Exide Industries,3.4,Auto Components, Hyderabad / Secunderabad ,198 other locations
312,Shell,3.9,Oil & Gas, Hyderabad / Secunderabad ,90 other locations
313,Flex,3.9,Electronics Manufacturing, Hyderabad / Secunderabad ,46 other locations
314,Capita,3.5,BPO, Hyderabad / Secunderabad ,32 other locations
315,Dalmia Bharat Cement,3.9,Building Material, Hyderabad / Secunderabad ,249 other locations
316,ElasticRun,3.6,Logistics, Hyderabad / Secunderabad ,390 other locations
317,Micro Labs,3.6,Pharma, Hyderabad / Secunderabad ,150 other locations
318,Nestl̩,3.8,FMCG, Hyderabad / Secunderabad ,278 other locations
319,TVS Supply Chain Solutions,3.8,Logistics, Hyderabad / Secunderabad ,152 other locations
320,Zepto,3.5,Internet, Hyderabad / Secunderabad ,100 other locations
321,KFintech,3.4,Financial Services, Hyderabad / Secunderabad ,113 other locations
322,KPMG Global Services,3.5,Management Consulting, Hyderabad / Secunderabad ,37 other locations
323,G4S,4.0,Law Enforcement & Security, Hyderabad / Secunderabad ,162 other locations
324,ZS,3.1,Management Consulting, Hyderabad / Secunderabad ,16 other locations
325,Star Health & Allied Insurance,3.5,Insurance, Hyderabad / Secunderabad ,325 other locations
326,Voltas,4.0,Consumer Electronics & Appliances, Hyderabad / Secunderabad ,204 other locations
327,BlackBuck,3.7,Internet, Hyderabad / Secunderabad ,365 other locations
328,Sonalika Tractors,3.6,Automobile, Hyderabad / Secunderabad ,191 other locations
329,Sahrudaya Healthcare (Medicover Hospitals),4.4,Healthcare, Hyderabad / Secunderabad ,45 other locations
330,Ajanta Pharma,3.9,Pharma, Hyderabad / Secunderabad ,118 other locations
331,Blue Star,4.1,Consumer Electronics & Appliances, Hyderabad / Secunderabad ,147 other locations
