,company_name,ratings,company_type,location,other_loc
4154,Cogent,3.3,IT Services & Consulting, New Delhi ,25 other locations
4155,Zivame.com,3.7,Fashion & Textile, New Delhi ,30 other locations
4156,Axio,3.7,Financial Services, New Delhi ,25 other locations
4157,Savita Oil Technologies,4.2,Oil & Gas, New Delhi ,28 other locations
4158,Prakash Industries,3.7,Metals & Mining, New Delhi ,37 other locations
4159,Krishnapatnam Port,3.9,Ports & Shipping, New Delhi ,14 other locations
4160,SRR Projects,4.0,Engineering & Construction, New Delhi ,20 other locations
4161,Chhatrapati Shivaji International Airport,3.6,Real Estate, New Delhi ,9 other locations
4162,Zamil Air Conditioners,4.0,Consumer Electronics & Appliances, New Delhi ,23 other locations
4163,Indo Nissin Foods,4.0,Food Processing, New Delhi ,38 other locations
4164,Third wave Coffee Roasters,3.6,Internet, New Delhi ,10 other locations
4165,Sanghvi Movers,4.3,Industrial Machinery, New Delhi ,27 other locations
4166,Tata CLiQ,3.0,Internet, New Delhi ,9 other locations
4167,Veolia,4.0,Waste Management, New Delhi ,42 other locations
4168,Alp Consulting,3.4,Recruitment, New Delhi ,18 other locations
4169,Weatherford,3.6,Oil & Gas, New Delhi ,21 other locations
4170,HOLITECH INDIA,4.0,Electronics Manufacturing, New Delhi ,12 other locations
4171,Airblack,3.9,EdTech, New Delhi ,6 other locations
4172,Jm Frictech,3.3,Industrial Machinery, New Delhi ,9 other locations
4173,YouTube,4.5,Internet, New Delhi ,42 other locations
4174,Ramky Group,4.3,Engineering & Construction, New Delhi ,35 other locations
4175,SpeedLabs,3.6,EdTech, New Delhi ,15 other locations
4176,Ncc Urban Infrastructure,4.1,Engineering & Construction, New Delhi ,23 other locations
4177,Microlink Solutions,4.0,IT Services & Consulting, New Delhi ,32 other locations
4178,Root Industries,4.1,Auto Components, New Delhi ,17 other locations
4179,Reliance Smart Bazaar,4.1,Retail, New Delhi ,92 other locations
4180,Elsamex Maintenance Services,4.0,Facility Management Services, New Delhi ,46 other locations
4181,John Crane Sealing Systems India,3.4,Industrial Machinery, New Delhi ,6 other locations
4182,Pie Infocomm,4.5,IT Services & Consulting, New Delhi ,7 other locations
4183,Rotostat Services,3.8,Industrial Machinery, New Delhi ,30 other locations
4184,Girnar Care,3.4,BPO, New Delhi ,17 other locations
4185,CallHealth,3.5,Healthcare, New Delhi ,17 other locations
4186,Enser Communications,2.8,IT Services & Consulting, New Delhi ,14 other locations
4187,Su-Kam Power Systems,3.4,Power, New Delhi ,44 other locations
4188,Geo Chem Laboratories,3.7,Industrial Machinery, New Delhi ,21 other locations
4189,Spacewood,3.4,Furniture & Furnishing, New Delhi ,20 other locations
4190,Ts Tech Sun India,4.1,Automobile, New Delhi ,12 other locations
4191,Metro Brands,3.8,Fashion & Textile, New Delhi ,37 other locations
4192,Fortis Memorial Research Institute,4.0,Clinical Research, New Delhi ,8 other locations
4193,Credgenics,3.9,FinTech, New Delhi ,6 other locations
4194,Vedika Credit Capital,3.5,NBFC, New Delhi ,50 other locations
4195,AWC Software,3.8,IT Services & Consulting, New Delhi ,15 other locations
4196,BetterPlace Safety Solutions,3.5,IT Services & Consulting, New Delhi ,11 other locations
4197,ARB Bearings,3.6,Auto Components, New Delhi ,19 other locations
4198,BoAt,4.2,Consumer Electronics & Appliances, New Delhi ,16 other locations
4199,Vidya Mandir Classes,3.5,EdTech, New Delhi ,38 other locations
4200,Gensol Engineering,3.7,Power, New Delhi ,23 other locations
4201,Bilt Graphic Paper Products,3.8,Pulp & Paper, New Delhi ,11 other locations
4202,Bosch Power Tools,4.1,Industrial Machinery, New Delhi ,39 other locations
4203,LetsTransport,3.5,Logistics, New Delhi ,27 other locations
4204,HTL,3.6,Telecom, New Delhi ,10 other locations
4205,Khanna Paper Mills,3.9,Pulp & Paper, New Delhi ,14 other locations
4206,Anglo-Eastern Ship Management,4.1,Ports & Shipping, New Delhi ,15 other locations
4207,Torque Pharmaceuticals,3.8,Pharma, New Delhi ,33 other locations
4208,Tricon Infra Buildtech pvt.Ltd,3.0,Engineering & Construction, New Delhi ,7 other locations
4209,EagleBurgmann,4.2,Industrial Machinery, New Delhi ,19 other locations
4210,Zota Health Care,3.7,Pharma, New Delhi ,52 other locations
4211,NOVO Medisciences,3.4,Pharma, New Delhi ,32 other locations
4212,Cotecna Inspection India,3.7,Analytics & KPO, New Delhi ,34 other locations
4213,MMTC-PAMP,3.6,Metals & Mining, New Delhi ,19 other locations
4214,Copart,3.0,Automobile, New Delhi ,6 other locations
4215,Hindustan PowerProjects,3.7,Power, New Delhi ,18 other locations
4216,Armstrong Robotics & Technologies Private Limited,3.9,Industrial Automation, New Delhi ,13 other locations
4217,Emirates Flight Catering,4.3,Hospitality, New Delhi ,12 other locations
4218,Garware Hi-Tech Films,4.1,Packaging, New Delhi ,9 other locations
4219,Beri Udyog,3.8,Industrial Machinery, New Delhi ,16 other locations
4220,Tci Freight,4.1,Logistics, New Delhi ,44 other locations
4221,TNT Express,4.0,Logistics, New Delhi ,33 other locations
4222,Ajax Engineering,4.0,Engineering & Construction, New Delhi ,28 other locations
4223,Lingaya's Vidyapeeth,4.6,Education & Training, New Delhi ,4 other locations
4224,Teleone,3.5,Internet, New Delhi ,20 other locations
4225,Development Consultants,3.3,IT Services & Consulting, New Delhi ,15 other locations
4226,Ishan Technologies,3.6,Internet, New Delhi ,36 other locations
4227,AISATS,3.4,Aviation, New Delhi ,10 other locations
4228,SITA,3.9,IT Services & Consulting, New Delhi ,29 other locations
4229,Moody's,3.9,Analytics & KPO, New Delhi ,7 other locations
4230,Walter Bushnell,3.1,Pharma, New Delhi ,50 other locations
4231,BMW Industries,3.6,Iron & Steel, New Delhi ,16 other locations
4232,Supreme Treon,4.0,Auto Components, New Delhi ,26 other locations
4233,Qdigi Services,3.3,Recruitment, New Delhi ,43 other locations
4234,Jindal Worldwide,3.5,Fashion & Textile, New Delhi ,5 other locations
4235,Rohan Motors,3.6,Automobile, New Delhi ,19 other locations
4236,Nahars Engineering India,3.3,Auto Components, New Delhi ,10 other locations
4237,Shriram Fortune Solutions,3.7,Financial Services, New Delhi ,96 other locations
4238,Aneja Associates,3.2,Accounting & Auditing, New Delhi ,10 other locations
4239,KPR Mill,3.8,Fashion & Textile, New Delhi ,20 other locations
4240,Praxis home Retail,4.2,Retail, New Delhi ,29 other locations
4241,UL Solutions,3.9,Other, New Delhi ,9 other locations
4242,Wanbury,3.5,Pharma, New Delhi ,31 other locations
4243,Teachers Insurance and Annuity Association of America,3.8,Financial Services, New Delhi ,4 other locations
4244,Gujarat Narmada Valley Fertilizers & Chemicals,4.3,Agro Chemicals, New Delhi ,16 other locations
4245,KisanKraft Machine Tools,3.5,Industrial Machinery, New Delhi ,20 other locations
4246,Genzeon (India) Private Limited,3.9,IT Services & Consulting, New Delhi ,3 other locations
4247,Zinnov Management Consulting,3.2,Management Consulting, New Delhi ,13 other locations
4248,Shopclues,3.4,Internet, New Delhi ,7 other locations
4249,Chaitanya Projects Consultancy,3.9,Financial Services, New Delhi ,51 other locations
4250,Bodal Chemicals,3.5,Chemicals, New Delhi ,17 other locations
4251,CRB Tech Solution,3.7,EdTech, New Delhi ,8 other locations
4252,Anri Solutions HR Services,3.9,Recruitment, New Delhi ,6 other locations
4253,Valueonshore Advisors,3.8,Management Consulting, New Delhi ,5 other locations
4254,Integrated Personnel Services Limited,4.0,Recruitment, New Delhi ,33 other locations
4255,Fleet Management,4.0,Ports & Shipping, New Delhi ,22 other locations
4256,Kinetic Green Energy And Power Solutions,3.2,Power, New Delhi ,27 other locations
4257,Orthosquare Dental Clinic,4.6,Healthcare, New Delhi ,26 other locations
4258,ASSA ABLOY,3.3,Real Estate, New Delhi ,33 other locations
4259,Ileads Auxiliary Services,3.1,BPO, New Delhi ,11 other locations
4260,Hgs Services,3.8,Analytics & KPO, New Delhi ,20 other locations
4261,Soothe Healthcare,3.3,Healthcare, New Delhi ,43 other locations
4262,Centrient Pharmaceuticals,3.8,Pharma, New Delhi ,16 other locations
4263,Vishay Components,4.2,Electronics Manufacturing, New Delhi ,7 other locations
4264,Sendan International Co,2.0,Engineering & Construction, New Delhi ,19 other locations
4265,Carzonrent,3.4,Travel & Tourism, New Delhi ,15 other locations
4266,SSEM,3.3,Industrial Machinery, New Delhi ,18 other locations
4267,Chiripal Poly Films,4.1,Packaging, New Delhi ,10 other locations
4268,Mazars,2.9,Accounting & Auditing, New Delhi ,14 other locations
4269,Mining Engineering Services,3.6,Metals & Mining, New Delhi ,15 other locations
4270,Alpha Design Technologies,3.5,Defence & Aerospace, New Delhi ,13 other locations
4271,Peps Industries,4.0,Furniture & Furnishing, New Delhi ,48 other locations
4272,Mitsubishi Heavy Industries,4.3,Industrial Machinery, New Delhi ,31 other locations
4273,Wardwizard Innovations & Mobility,3.4,Automobile, New Delhi ,50 other locations
4274,OptimHire,3.5,Internet, New Delhi ,6 other locations
4275,Consilio,3.7,Legal, New Delhi ,7 other locations
4276,Qi Spine Clinic,3.1,Healthcare, New Delhi ,13 other locations
4277,TEOCO Software,3.8,IT Services & Consulting, New Delhi ,9 other locations
4278,Elofic Industries,4.0,Auto Components, New Delhi ,17 other locations
4279,ECOS (I) MOBILITY & HOSPITALITY,4.0,Sports & Recreation, New Delhi ,12 other locations
4280,SAMCO Securities,3.9,Financial Services, New Delhi ,11 other locations
4281,DigiCall Teleservices,4.0,Telecom, New Delhi ,13 other locations
4282,IFB Automotive,3.8,Auto Components, New Delhi ,18 other locations
4283,Shanthi Gears,3.4,Auto Components, New Delhi ,13 other locations
4284,Wingreens Farms,4.1,Power, New Delhi ,21 other locations
4285,Sahajanand Laser Technology,3.3,Industrial Machinery, New Delhi ,22 other locations
4286,Petronas Lubricants,3.2,Petrochemicals, New Delhi ,34 other locations
4287,Gulbrandsen,4.1,Chemicals, New Delhi ,11 other locations
4288,Indo National Limited (Nippo),4.1,FMCG, New Delhi ,53 other locations
4289,Toshiba Water Solutions,3.8,Waste Management, New Delhi ,20 other locations
4290,NGK Spark Plugs,4.1,Auto Components, New Delhi ,19 other locations
4291,Upstox,3.5,FinTech, New Delhi ,19 other locations
4292,Quest Diagnostics,4.4,Healthcare, New Delhi ,11 other locations
4293,Analytix Business Solutions,3.4,Analytics & KPO, New Delhi ,8 other locations
4294,QUADRANT RESOURCE LLC,4.1,Recruitment, New Delhi ,7 other locations
4295,Freedom Employability Academy,4.1,Education & Training, New Delhi ,41 other locations
4296,Praxair,4.1,Chemicals, New Delhi ,28 other locations
4297,Tokai Imperial Rubber India,4.0,Industrial Machinery, New Delhi ,11 other locations
4298,Anlage Infotech,2.9,IT Services & Consulting, New Delhi ,15 other locations
4299,Arihant Publications,3.5,Printing & Publishing, New Delhi ,21 other locations
4300,Pathfinder Business Analysis,3.4,Management Consulting, New Delhi ,14 other locations
4301,NATIONAL SKILL DEVELOPMENT CORPORATION,3.5,Non-Profit, New Delhi ,50 other locations
4302,Lokesh Machines,3.7,Industrial Machinery, New Delhi ,11 other locations
4303,Videojet Technologies,3.8,Consumer Electronics & Appliances, New Delhi ,25 other locations
4304,Vinculum Solutions,2.5,IT Services & Consulting, New Delhi ,5 other locations
4305,Malayala Manorama,3.8,Printing & Publishing, New Delhi ,23 other locations
4306,Tps Infrastructure,4.2,Industrial Machinery, New Delhi ,15 other locations
4307,Milan Laboratories India Private Limited,3.8,Pharma, New Delhi ,17 other locations
4308,Heads Up For Tails,3.7,Retail, New Delhi ,20 other locations
4309,B2x Service Solutions,3.9,BPO, New Delhi ,32 other locations
4310,Izmo,3.0,IT Services & Consulting, New Delhi ,5 other locations
4311,Dr Oetker,4.2,Food Processing, New Delhi ,32 other locations
4312,Jay Ushin,4.0,Auto Components, New Delhi ,13 other locations
4313,Country Inns & Suites,3.9,Hospitality, New Delhi ,25 other locations
4314,BajajSons,3.7,Automobile, New Delhi ,9 other locations
4315,Hi Tech Informatics,3.6,IT Services & Consulting, New Delhi ,47 other locations
4316,Kerakoll,4.2,Building Material, New Delhi ,46 other locations
4317,PagarBook,3.6,Software Product, New Delhi ,25 other locations
4318,Victora Industries,3.7,Auto Components, New Delhi ,10 other locations
4319,Prologic Web Solutions,4.0,IT Services & Consulting, New Delhi ,20 other locations
4320,Parker Hannifin,3.6,Defence & Aerospace, New Delhi ,14 other locations
4321,Caretel Infotech,3.5,Analytics & KPO, New Delhi ,10 other locations
4322,SBL,3.7,IT Services & Consulting, New Delhi ,28 other locations
4323,Quest Global Technologies,3.5,IT Services & Consulting, New Delhi ,17 other locations
4324,Stashfin,4.1,FinTech, New Delhi ,17 other locations
4325,Siemens PLM Software,4.0,Industrial Automation, New Delhi ,12 other locations
4326,Bikaji Foods,4.1,FMCG, New Delhi ,48 other locations
4327,Govt. Medical College,4.1,Education & Training, New Delhi ,71 other locations
4328,Rossari Biotech,3.9,Chemicals, New Delhi ,24 other locations
4329,Ayesa,4.0,IT Services & Consulting, New Delhi ,12 other locations
4330,Canvera,3.6,Printing & Publishing, New Delhi ,28 other locations
4331,Raksha TPA,4.0,Insurance, New Delhi ,22 other locations
4332,Ramoji Film City,4.2,Media & Entertainment, New Delhi ,11 other locations
4333,Decimal Technologies,3.0,Software Product, New Delhi ,10 other locations
4334,Roulunds Braking,3.6,Auto Components, New Delhi ,8 other locations
4335,InSync Analytics,2.5,Analytics & KPO, New Delhi ,5 other locations
4336,E Pack Polymers,3.8,Packaging, New Delhi ,17 other locations
4337,Pradan,3.8,Non-Profit, New Delhi ,58 other locations
4338,Travel Boutique Online,3.3,Travel & Tourism, New Delhi ,15 other locations
4339,ZKTeco Biometrics,3.0,Law Enforcement & Security, New Delhi ,11 other locations
4340,Apex Hospital,3.9,Healthcare, New Delhi ,33 other locations
4341,Pran Beverages India,3.7,Beverage, New Delhi ,52 other locations
4342,Dalmia-OCL,3.9,Building Material, New Delhi ,30 other locations
4343,Manohar Filaments,3.7,Fashion & Textile, New Delhi ,16 other locations
4344,Parijat Industries (India),4.0,Chemicals, New Delhi ,37 other locations
4345,Service Master Clean,3.9,Facility Management Services, New Delhi ,47 other locations
4346,Kama Ayurveda,3.9,Beauty & Personal Care, New Delhi ,30 other locations
4347,Sanmar Group,3.7,Chemicals, New Delhi ,18 other locations
4348,Skypro Technologies,3.5,IT Services & Consulting, New Delhi ,33 other locations
4349,Kazo Fashion,3.4,Fashion & Textile, New Delhi ,33 other locations
4350,ATS Homekraft,4.1,Real Estate, New Delhi ,7 other locations
4351,Anu Industries,3.5,Packaging, New Delhi ,14 other locations
4352,Daffodil Software,3.2,IT Services & Consulting, New Delhi ,6 other locations
4353,Placementindia.com,4.9,Recruitment, New Delhi ,2 other locations
4354,PES Engineers,4.1,Engineering & Construction, New Delhi ,35 other locations
4355,Prozo,3.3,Internet, New Delhi ,27 other locations
4356,SAS,4.2,IT Services & Consulting, New Delhi ,21 other locations
4357,Fisdom,3.4,Financial Services, New Delhi ,31 other locations
4358,Doubletree By Hilton,4.0,Hospitality, New Delhi ,21 other locations
4359,Colorbar Cosmetics,4.0,Beauty & Personal Care, New Delhi ,35 other locations
4360,Reserve Bank Information Technology,3.3,IT Services & Consulting, New Delhi ,7 other locations
4361,Rajesh Motors,3.8,Automobile, New Delhi ,28 other locations
4362,Radhakrishna Foodland,3.8,Logistics, New Delhi ,31 other locations
4363,Rishabh Instruments Limited,3.7,Electronics Manufacturing, New Delhi ,16 other locations
4364,Avis,3.8,Internet, New Delhi ,19 other locations
4365,Tata Lockheed Martin Aerostructures,3.9,Defence & Aerospace, New Delhi ,7 other locations
4366,RLabs Enterprise Services,3.0,Recruitment, New Delhi ,12 other locations
4367,GKC Projects,4.3,Engineering & Construction, New Delhi ,26 other locations
4368,Bo International,4.0,Beauty & Personal Care, New Delhi ,4 other locations
4369,Modicare,4.1,Beauty & Personal Care, New Delhi ,45 other locations
4370,Marque Impex,4.0,Import & Export, New Delhi ,5 other locations
4371,LNV Technology,3.7,Industrial Machinery, New Delhi ,30 other locations
4372,Easy Home Finance,3.9,FinTech, New Delhi ,44 other locations
4373,MBL Infrastructure Limited,3.9,Engineering & Construction, New Delhi ,22 other locations
4374,TRIGO Group,2.8,Auto Components, New Delhi ,26 other locations
4375,Pilot Industries,3.4,Metals & Mining, New Delhi ,20 other locations
4376,ICA Pidilite,4.1,Furniture & Furnishing, New Delhi ,41 other locations
4377,Energy Efficiency Services,3.9,Power, New Delhi ,35 other locations
4378,Raheja Developers,2.7,Real Estate, New Delhi ,6 other locations
4379,Northern Arc Capital,3.7,NBFC, New Delhi ,48 other locations
4380,Logicon Facility Management,3.4,Facility Management Services, New Delhi ,14 other locations
4381,SEW Eurodrive india,4.2,Auto Components, New Delhi ,23 other locations
4382,Transaction Solutions International (India) Pvt Ltd,3.8,Financial Services, New Delhi ,20 other locations
4383,Cloud Analogy,3.9,IT Services & Consulting, New Delhi ,11 other locations
4384,Loconav,3.0,Software Product, New Delhi ,10 other locations
4385,ZunRoof Tech,3.9,Power, New Delhi ,21 other locations
4386,Deep Industries,3.6,Oil & Gas, New Delhi ,25 other locations
4387,Artech,3.1,Architecture & Interior Design, New Delhi ,13 other locations
4388,Josh Talks,4.2,Broadcasting, New Delhi ,17 other locations
4389,Wings Biotech,3.1,Pharma, New Delhi ,32 other locations
4390,Maahi Milk Producer Company,4.2,Food Processing, New Delhi ,29 other locations
4391,Motion Education,3.5,Education & Training, New Delhi ,42 other locations
4392,MSC Technology India,4.1,IT Services & Consulting, New Delhi ,7 other locations
4393,SMC Power Generation,3.6,Iron & Steel, New Delhi ,11 other locations
4394,Abellon Clean Energy,2.9,Other, New Delhi ,21 other locations
4395,Springbord Systems,4.1,IT Services & Consulting, New Delhi ,11 other locations
4396,Pratibha Industries,4.5,Engineering & Construction, New Delhi ,21 other locations
4397,InfoService,4.1,IT Services & Consulting, New Delhi ,26 other locations
4398,Ecolab,3.6,Waste Management, New Delhi ,14 other locations
4399,NMIMS,3.8,Education & Training, New Delhi ,22 other locations
4400,The Cosmos Co-operative Bank,3.5,Banking, New Delhi ,25 other locations
4401,Dhampur Sugar Mills,3.9,Agro Chemicals, New Delhi ,15 other locations
4402,JSW Severfield Structures,3.8,Engineering & Construction, New Delhi ,10 other locations
4403,Hidesign,3.3,Retail, New Delhi ,30 other locations
4404,Embassy Services,3.8,Facility Management Services, New Delhi ,16 other locations
4405,VIS Networks,3.9,Telecom, New Delhi ,19 other locations
4406,Six Sigma Soft Solutions,3.5,IT Services & Consulting, New Delhi ,23 other locations
4407,Frontizo Business Services,3.5,BPO, New Delhi ,12 other locations
4408,Accord Synergy,3.3,Hardware & Networking, New Delhi ,27 other locations
4409,Taikisha Engineering India,3.8,Industrial Machinery, New Delhi ,13 other locations
4410,Aditi Consulting,3.6,IT Services & Consulting, New Delhi ,8 other locations
4411,Dayal Fertilizers,3.8,Agro Chemicals, New Delhi ,49 other locations
4412,RJ Corp,4.3,Retail, New Delhi ,39 other locations
4413,Saudi Electricity Company,4.2,Power, New Delhi ,20 other locations
4414,Smart Energy Water,2.9,IT Services & Consulting, New Delhi ,4 other locations
4415,Bharat Oman Refineries,3.9,Oil & Gas, New Delhi ,14 other locations
4416,Nuance Transcription Services,4.1,IT Services & Consulting, New Delhi ,10 other locations
4417,Mark's,4.0,Telecom, New Delhi ,34 other locations
4418,Timex Group India,4.1,Metals & Mining, New Delhi ,29 other locations
4419,MaRS Planning & Engineering Services,4.0,Engineering & Construction, New Delhi ,60 other locations
4420,Cholayil Private Limited,4.1,FMCG, New Delhi ,32 other locations
4421,Corrival Corporate Services,4.2,Recruitment, New Delhi ,42 other locations
4422,Adhaan Solutions,3.8,Recruitment, New Delhi ,61 other locations
4423,JNET Technologies,3.8,IT Services & Consulting, New Delhi ,25 other locations
4424,Autoline Industries,3.5,Auto Components, New Delhi ,20 other locations
4425,Mashreq Bank,3.2,Banking, New Delhi ,11 other locations
4426,TransPerfect,3.1,Hardware & Networking, New Delhi ,7 other locations
4427,Pacific Development Corporation Limited (Pacific Group),3.5,Real Estate, New Delhi ,19 other locations
4428,Arvind Techno Engineers,4.0,Engineering & Construction, New Delhi ,32 other locations
4429,Crossword Bookstores,3.6,Retail, New Delhi ,33 other locations
4430,Svatantra Micro Housing Finance Corporation Limited,3.9,Financial Services, New Delhi ,52 other locations
4431,AONE OUTSOURCING SOLUTIONS,4.7,Financial Services, New Delhi ,7 other locations
4432,Kohler Power,4.0,Power, New Delhi ,13 other locations
4433,China State Construction Engineering Corporation,3.9,Engineering & Construction, New Delhi ,28 other locations
4434,AYN InfoTech,4.5,IT Services & Consulting, New Delhi ,12 other locations
4435,Rudrabhishek Enterprises,3.3,Urban Transport, New Delhi ,31 other locations
4436,SCON Projects,4.5,Engineering & Construction, New Delhi ,19 other locations
4437,Jesons Industries,3.6,Chemicals, New Delhi ,13 other locations
4438,Amentum,3.9,Defence & Aerospace, New Delhi ,22 other locations
4439,Puthur Infotech,3.6,IT Services & Consulting, New Delhi ,48 other locations
4440,Tresor Systems,3.7,Retail, New Delhi ,26 other locations
4441,Adcock Ingram,3.9,Pharma, New Delhi ,12 other locations
4442,Kirloskar Technologies,4.1,Medical Equipment, New Delhi ,36 other locations
4443,Orient Paper Mill,3.7,Pulp & Paper, New Delhi ,17 other locations
4444,Matter Motor Works,3.5,Automobile, New Delhi ,5 other locations
4445,Entertainment Network India,3.4,Media & Entertainment, New Delhi ,41 other locations
4446,Maharaja Agrasen Hospital,3.7,Healthcare, New Delhi ,13 other locations
4447,Mercurius Advisory Services,4.1,Accounting & Auditing, New Delhi ,1 other locations
4448,Sun Direct TV,3.8,Telecom, New Delhi ,51 other locations
4449,Beckman Coulter,3.4,Medical Equipment, New Delhi ,18 other locations
4450,Arabtec Construction,4.7,Engineering & Construction, New Delhi ,13 other locations
4451,Repro India,3.3,FMCG, New Delhi ,15 other locations
4452,Globus Spirits,4.0,Beverage, New Delhi ,27 other locations
4453,Modern Business Solutions,3.8,Recruitment, New Delhi ,78 other locations
4454,Sel Manufacturing Co.,3.7,Fashion & Textile, New Delhi ,14 other locations
4455,Beyond Key,4.3,IT Services & Consulting, New Delhi ,4 other locations
4456,Knoldus Inc,3.8,IT Services & Consulting, New Delhi ,3 other locations
4457,Thejo Engineering,4.0,Engineering & Construction, New Delhi ,34 other locations
4458,OEN India,4.1,Auto Components, New Delhi ,12 other locations
4459,Marengo Asia Hospitals,4.1,Healthcare, New Delhi ,6 other locations
4460,Empower Pragati,3.7,Education & Training, New Delhi ,54 other locations
4461,KC Overseas Education,3.6,EdTech, New Delhi ,27 other locations
4462,Maharishi Markandeshwar University,3.6,Education & Training, New Delhi ,10 other locations
4463,Sula Vineyards,4.1,Food Processing, New Delhi ,15 other locations
4464,DE Shaw,3.6,Software Product, New Delhi ,6 other locations
4465,Ministry of Home Affairs,4.2,Government, New Delhi ,30 other locations
4466,Sigmoid,3.5,Analytics & KPO, New Delhi ,6 other locations
4467,IIMT Group of Colleges,4.2,Education & Training, New Delhi ,15 other locations
4468,DNEG CREATIVE SERVICES,3.1,Animation & VFX, New Delhi ,15 other locations
4469,Black & Veatch,4.1,Engineering & Construction, New Delhi ,13 other locations
4470,Skets Studio,3.3,Design, New Delhi ,9 other locations
4471,dsm-firmenich,4.1,Biotechnology, New Delhi ,17 other locations
4472,SOS Children's Village,3.4,Non-Profit, New Delhi ,32 other locations
4473,Indel Money,3.9,NBFC, New Delhi ,70 other locations
4474,Manitou Equipment India,4.2,Industrial Machinery, New Delhi ,11 other locations
4475,Neosym Industry,3.8,Auto Components, New Delhi ,9 other locations
4476,Godrej Appliances,3.6,Consumer Electronics & Appliances, New Delhi ,44 other locations
4477,HeyCoach,4.0,Education & Training, New Delhi ,7 other locations
4478,J Mitra And Co,3.8,Medical Equipment, New Delhi ,23 other locations
4479,Army Medical Corps,4.8,Healthcare, New Delhi ,29 other locations
4480,Valethi Technologies,3.2,Analytics & KPO, New Delhi ,6 other locations
4481,WinWire,3.2,IT Services & Consulting, New Delhi ,4 other locations
4482,Venus Home Appliances,4.0,Consumer Electronics & Appliances, New Delhi ,32 other locations
4483,Schreiber Dynamix Dairies,4.0,Electronics Manufacturing, New Delhi ,13 other locations
4484,Exponentia.ai,3.6,Emerging Technologies, New Delhi ,6 other locations
4485,ILJIN AUTOMOTIVE,3.7,Automobile, New Delhi ,13 other locations
4486,DevTown,3.7,Education & Training, New Delhi ,12 other locations
4487,Radheya Machining,3.6,Industrial Machinery, New Delhi ,16 other locations
4488,Code Brew Labs,3.2,IT Services & Consulting, New Delhi ,5 other locations
4489,DTC Projects,3.9,Real Estate, New Delhi ,7 other locations
4490,Karuna Greentech,4.5,Electrical Equipment, New Delhi ,17 other locations
4491,Osam Dairy,4.0,Agriculture, New Delhi ,20 other locations
4492,Epson,4.2,IT Services & Consulting, New Delhi ,52 other locations
4493,Windsor Machines,4.0,Industrial Machinery, New Delhi ,18 other locations
4494,Samkwang India Electronic,3.2,Electronics Manufacturing, New Delhi ,9 other locations
4495,Medecins Sans Frontieres,4.3,Non-Profit, New Delhi ,37 other locations
4496,Aeon Credit Service,3.4,Financial Services, New Delhi ,11 other locations
4497,ICT Service Management Solutions,3.5,IT Services & Consulting, New Delhi ,11 other locations
4498,Montra Electric,3.7,Automobile, New Delhi ,26 other locations
4499,Vandana Global,2.8,Iron & Steel, New Delhi ,5 other locations
4500,Bhutani Group,4.2,Real Estate, New Delhi ,14 other locations
4501,Advids,3.7,Marketing & Advertising, New Delhi ,12 other locations
4502,Godrej Capital,3.5,Financial Services, New Delhi ,26 other locations
4503,Cosmos Impex,4.2,Industrial Machinery, New Delhi ,20 other locations
4504,Ribbon Communication,3.7,Hardware & Networking, New Delhi ,11 other locations
4505,Sleepwell,4.2,Furniture & Furnishing, New Delhi ,69 other locations
4506,Mobile Premier League,3.6,Gaming, New Delhi ,12 other locations
4507,Towell Engineering Group,3.7,Engineering & Construction, New Delhi ,14 other locations
4508,AXIS Solutions,3.3,Industrial Automation, New Delhi ,17 other locations
4509,TALENTEDGE,3.3,EdTech, New Delhi ,11 other locations
4510,A3logics,3.7,IT Services & Consulting, New Delhi ,5 other locations
4511,Gleeds Hooloomann Consulting,4.2,Real Estate, New Delhi ,20 other locations
4512,India Pesticides,3.9,Agro Chemicals, New Delhi ,20 other locations
4513,Luthra Group Company,4.2,Waste Management, New Delhi ,18 other locations
4514,Jubilant Motorworks,4.0,Automobile, New Delhi ,18 other locations
4515,Google Maps,4.8,Internet, New Delhi ,27 other locations
4516,Blackbuck Insights,3.8,IT Services & Consulting, New Delhi ,13 other locations
4517,Laxmi Remote India,3.3,Pharma, New Delhi ,8 other locations
4518,Ksolves India Limited,3.0,IT Services & Consulting, New Delhi ,11 other locations
4519,Vertafore,3.8,IT Services & Consulting, New Delhi ,2 other locations
4520,DSM Infocom,2.7,IT Services & Consulting, New Delhi ,38 other locations
4521,Hyundai Heavy Industries,3.7,Industrial Machinery, New Delhi ,18 other locations
4522,HPM Chemicals & Fertilizers,4.2,Agro Chemicals, New Delhi ,32 other locations
4523,Redington Group,3.9,IT Services & Consulting, New Delhi ,19 other locations
4524,Motorola Solutions,3.9,Telecom, New Delhi ,23 other locations
4525,Bullmen Realty,3.0,Real Estate, New Delhi ,13 other locations
4526,Bhansali Engineering Polymers,3.4,Petrochemicals, New Delhi ,13 other locations
4527,Deutsche Telekom Digital Labs,3.6,Software Product, New Delhi ,5 other locations
4528,Orbit Techsol,3.7,IT Services & Consulting, New Delhi ,21 other locations
4529,Getix Health,3.8,Analytics & KPO, New Delhi ,6 other locations
4530,Hoonartek,3.5,IT Services & Consulting, New Delhi ,7 other locations
4531,Tata Institute of Social Sciences,4.3,Education & Training, New Delhi ,36 other locations
4532,Indobevs,3.9,Beverage, New Delhi ,23 other locations
