,company name,ratings,company_type,location,other_loc
349,Syngene International,3.9,Clinical Research, Ahmedabad ,21 other locations
350,Adani Group,3.8,Power, Ahmedabad ,186 other locations
351,Delhi Public School,3.8,Education & Training, Ahmedabad ,272 other locations
352,Cybage,3.8,IT Services & Consulting, Ahmedabad ,15 other locations
353,Bureau Veritas,3.8,Other, Ahmedabad ,143 other locations
354,Xoriant,4.1,IT Services & Consulting, Ahmedabad ,23 other locations
355,Lifestyle,4.3,Retail, Ahmedabad ,129 other locations
356,Akums Drugs & Pharmaceuticals Limited,4.2,Pharma, Ahmedabad ,37 other locations
357,Aavas Financiers,3.9,NBFC, Ahmedabad ,290 other locations
358,Eureka Forbes,3.6,Consumer Electronics & Appliances, Ahmedabad ,184 other locations
359,GVK Emergency Management and Research Institute,3.6,Non-Profit, Ahmedabad ,212 other locations
360,Straive,3.3,IT Services & Consulting, Ahmedabad ,31 other locations
361,Kia India,3.9,Automobile, Ahmedabad ,184 other locations
362,Sobha,3.8,Real Estate, Ahmedabad ,37 other locations
363,Unacademy,2.9,EdTech, Ahmedabad ,72 other locations
364,Radisson Hotels,4.0,Hospitality, Ahmedabad ,125 other locations
365,Apollo Pharmacy,3.7,Pharma, Ahmedabad ,279 other locations
366,TaskUs,3.1,BPO, Ahmedabad ,35 other locations
367,Myntra,3.9,Internet, Ahmedabad ,104 other locations
368,Lava International,3.9,Consumer Electronics & Appliances, Ahmedabad ,222 other locations
369,Panasonic Life Solutions India,3.9,Consumer Electronics & Appliances, Ahmedabad ,168 other locations
370,TCE,3.8,Engineering & Construction, Ahmedabad ,131 other locations
371,Team Computers,3.7,IT Services & Consulting, Ahmedabad ,101 other locations
372,Endurance Technologies,3.9,Auto Components, Ahmedabad ,47 other locations
373,Lodha,4.1,Real Estate, Ahmedabad ,30 other locations
374,SBI Securities,3.6,Financial Services, Ahmedabad ,315 other locations
375,Whirlpool,4.0,Consumer Electronics & Appliances, Ahmedabad ,174 other locations
376,Star Union Dai-ichi Life Insurance,3.8,Insurance, Ahmedabad ,315 other locations
377,Indian Railways,4.2,Railways, Ahmedabad ,247 other locations
378,GlaxoSmithKline Pharmaceuticals,4.0,Pharma, Ahmedabad ,216 other locations
379,Adani Wilmar,4.0,FMCG, Ahmedabad ,198 other locations
380,Nokia Networks,4.1,Hardware & Networking, Ahmedabad ,87 other locations
381,Cisco,4.1,Hardware & Networking, Ahmedabad ,46 other locations
382,Bharti AXA Life Insurance,3.6,Insurance, Ahmedabad ,242 other locations
383,SBI General Insurance,3.5,Insurance, Ahmedabad ,284 other locations
384,Shahi Exports,3.9,Fashion & Textile, Ahmedabad ,71 other locations
385,Huawei Technologies,4.0,Telecom, Ahmedabad ,105 other locations
